1.069016219000000101e+00	-1.578225064999999872e-01	-3.355906150999999893e-01	4.318748686000000170e-01	5.175954189999999455e-01	-1.808837574000000004e+00	1.650415511000000057e+00	-1.256695423000000034e+00	-5.023240468999999875e-01	1.085563507999999899e+00	1.528760702000000027e+00	-1.292771024999999963e+00	-1.829379704000000106e-01	-1.991434039999999961e-01	6.429106463999999521e-01	2.115617376999999966e+00	1.892085106999999988e+00	3.638017229999999991e+00	1.889817292999999898e+00	-2.327265011999999800e+00	1.059684424000000069e+00	6.020870139999999759e-01	-2.636206056999999880e+00	1.187192032000000008e+00	1.609425583999999909e-01	1.291712248999999924e+00	-3.187939417000000275e-01	-2.359967886999999820e+00	-9.190958850999999541e-01	7.135485247999999725e-01	5.382863735999999788e-01	3.985581502000000165e-01	1.862154000000000087e+00	7.931697873999999926e-01	-1.292944636000000092e+00	1.628624883000000079e+00	2.105775115999999780e+00	1.609188521000000024e-02	1.475445931999999960e+00	1.557460888000000043e+00
6.886651527999999578e-01	6.199867876999999972e+00	-4.909874347000000028e-01	-1.046698645999999955e-01	-1.090102114999999955e-01	-1.579847130999999960e+00	1.005259284999999947e+00	-9.502007223999999752e-01	-8.638697560000000442e-01	-5.181486816999999467e-01	7.670081300000000102e-01	-7.673072671999999761e-01	-9.318035621000000379e-01	-8.070264621000000638e-02	6.265183573999999478e-01	3.132635429000000027e+00	9.690823390999999676e-01	2.668174878999999944e+00	1.046346666000000036e+00	-1.930555487999999986e+00	1.134843604000000061e+00	6.161322651999999733e-01	-2.166853242999999818e+00	9.677952251000000450e-01	4.872955486999999697e-02	1.515788907999999990e+00	-1.109545170999999941e+00	-1.656755234000000021e+00	1.953386873999999884e-01	1.568052164000000026e+00	6.596173555000000022e-01	9.691016645000000151e-01	5.201565187000000146e-01	1.658999354999999953e+00	-8.551146423000000052e-01	1.879834562999999958e+00	1.937373304999999934e+00	1.033761955999999982e+00	1.274415072000000038e+00	1.180060593000000102e+00
7.256354294999999704e-03	1.072280206000000069e+00	-8.813825718000000142e-01	-9.289937494000000129e-02	-7.613619784999999807e-01	-1.146382310999999987e+00	1.065041641000000094e+00	-3.585616684999999859e-01	-8.574400922999999564e-01	6.639995732000000261e-01	3.470393044000000260e-01	-1.535177291000000110e+00	-9.521755556000000009e-01	-3.255967745000000191e-01	9.835346367999999728e-01	2.588038333000000080e+00	1.218530174999999938e+00	2.900112013000000211e+00	9.829201467000000525e-01	-9.622931693999999814e-01	1.421510395000000093e+00	1.070763316000000076e+00	-9.702851883999999982e-01	1.995562800000000081e+00	9.524725525999999665e-01	1.888516851000000107e+00	-7.215657065999999675e-01	-1.383413390999999937e+00	-4.206482294000000316e-02	1.862703256999999946e+00	8.101171764000000275e-01	1.941904561000000085e+00	6.328961730000000063e-01	-1.882087915000000000e-01	-1.273509476000000085e+00	-4.190244262000000219e-01	-1.907504458000000014e-01	-1.124274953000000021e+00	7.785425177999999446e-01	2.326392978999999972e+00
6.282359370000000220e-01	1.460718725000000051e-01	-8.537609130000000102e-01	1.325376582999999997e-02	5.452673595000000484e-01	-1.389605683999999952e+00	1.210863607000000064e+00	-9.877831308000000199e-01	-1.540844327000000069e+00	7.861712802000000444e-01	6.100809379999999615e-01	-1.553691939999999994e+00	-6.115141888999999775e-01	-1.788751654999999996e+00	5.819198818999999911e-01	1.828136191000000021e+00	1.308074900999999901e+00	3.099175723000000104e+00	9.920379258000000533e-01	-1.475518431000000019e+00	1.664530910999999946e+00	1.251035327999999947e+00	-1.088962731000000073e+00	2.009104101000000142e+00	6.501896742999999645e-01	1.381748406000000040e+00	-9.462392558000000120e-01	-1.565275057000000025e+00	-4.819666278999999998e-01	1.634811570999999963e+00	2.376663951999999913e-01	2.226091915000000032e+00	7.425429380000000412e-01	-4.244484707999999773e-01	-9.683064702000000468e-01	-3.003754180000000051e-01	-5.635631517000000423e-01	-1.517938816000000024e+00	7.513038423000000243e-01	1.246271413000000106e+00
3.963902594000000001e-01	1.040384302000000094e+00	-9.619394448000000430e-01	-2.843160379999999932e-01	-1.005385116000000023e+00	-1.987488471999999895e+00	1.582379463999999958e+00	-5.083250960999999846e-01	-1.220392512000000096e+00	-3.174615348000000004e-01	-2.635171727000000172e-02	-1.081847409000000093e+00	-9.492301478000000348e-01	-3.224368240000000108e-01	8.168985168000000296e-01	2.164891246999999908e+00	1.067886944999999921e+00	2.839727263999999973e+00	1.603159234000000044e+00	-1.137955088000000003e+00	1.759953199999999995e+00	1.064307257999999923e+00	-3.266835770000000028e-01	1.431986141000000101e+00	4.238611375999999931e-01	1.547267761000000075e+00	-1.069737370999999992e+00	-1.513694914000000002e+00	8.245290906000000142e-01	1.111830909000000034e+00	4.547656849000000223e-01	1.945720990000000095e+00	2.759384396999999822e-01	-6.644056001999999461e-01	-1.114851395999999939e+00	2.248447852000000080e-01	-4.453867230999999927e-01	-2.282600131000000143e+00	6.051759235999999709e-02	1.058119304000000094e+00
1.021714475000000011e+00	7.748184076999999892e-01	-1.073123719999999892e+00	-2.182810293999999929e-01	3.333890628000000245e-01	-1.964410129000000005e+00	1.181167003999999965e+00	-1.304924615000000010e+00	-8.245149927999999573e-01	8.213584223000000017e-01	9.072408579999999834e-01	-1.546041379999999910e+00	-1.110580606999999942e+00	-6.040668926000000161e-01	5.986837410999999998e-01	2.388872103000000136e-01	7.412398754000000256e-01	3.052240383000000001e+00	8.145738362000000121e-01	-6.314308807999999829e-01	1.809900864000000054e+00	1.220348001000000071e+00	-2.554153292999999936e-01	9.618282052000000082e-01	5.475430681999999827e-01	6.721353793000000021e-01	-1.686317146999999905e-01	-2.033971574000000171e+00	7.841092565000000458e-02	4.728505719000000163e-01	2.090220815999999926e-01	2.040093768999999835e+00	4.056724718999999979e-01	-1.619136810000000093e+00	3.139891146000000077e-01	-9.111007382999999904e-02	-7.384602564000000147e-01	-1.203836289000000059e+00	-6.359019045999999564e-01	1.977182794000000021e-01
9.468219441999999875e-01	7.811119974000000354e-01	-9.843070775000000161e-01	-1.892309577000000076e-01	-7.023827062999999926e-01	-1.201619758000000093e+00	1.258195591000000002e+00	-8.845934677000000246e-01	3.371257071000000050e-01	-3.610278214999999846e-02	-3.115430109999999808e-01	-1.299783176000000040e+00	-6.420614736999999961e-01	-1.117842645999999940e+00	5.739668052999999937e-01	3.848568048000000075e-01	9.866793325999999587e-01	3.038845343000000199e+00	1.023360637999999989e+00	3.333931299999999820e-01	1.914836409000000073e+00	1.637247893000000065e+00	-1.486921055000000047e-01	1.311947248000000066e+00	4.675524675000000130e-01	2.726155627000000081e-02	2.728857613999999820e-01	-1.106413329000000001e+00	1.246937729999999966e+00	6.671451620999999665e-01	-4.468413981000000090e-01	2.192308659000000048e+00	4.448002824999999771e-01	-1.733445343999999944e+00	2.045355913000000136e-01	9.673630348999999740e-01	-1.570289380999999873e-01	3.738016905000000195e-02	-9.538565946999999490e-01	5.095576103000000190e-01
7.908642326000000500e-01	1.008729672000000077e+00	-1.127138589999999940e+00	-8.271943938000000385e-01	-5.408518304999999637e-01	-4.939457411000000020e-01	1.667415282999999970e+00	-9.668096495000000345e-01	6.412410923000000373e-01	1.096341757000000028e+00	7.945471884000000484e-01	-1.212691173000000067e+00	-5.492584662999999701e-01	6.662055421000000477e-01	1.079273326000000033e+00	-1.964556926000000092e-01	2.241573517000000071e-01	2.604188027999999822e+00	1.319647290999999889e+00	-1.241844631000000032e-01	1.462365342000000012e+00	1.660711915000000038e+00	-1.553169752000000021e-02	1.492561081999999928e+00	3.077003634000000099e-01	7.913512525000000464e-01	-2.606359383999999890e-01	-1.463051064999999928e+00	-9.186021784999999495e-02	4.007466055000000194e-01	-8.323071641000000520e-01	8.668068295999999950e-01	7.426486635000000280e-01	-1.727069761000000092e+00	9.125966474000000161e-01	3.605525526999999730e-01	6.826420264999999432e-02	-2.976646417000000100e-01	-1.057615285000000016e+00	8.016517349999999764e-01
1.268959565000000067e+00	-2.268048409999999862e-02	-8.993481551999999990e-01	-6.628495833999999975e-01	3.160325586000000131e-01	1.735189513000000017e-01	1.207222720000000082e+00	-1.088268849000000094e+00	4.748968668999999920e-01	1.254438028000000038e+00	6.217669939000000090e-01	-1.326211763000000099e+00	-3.076344025000000149e-01	3.262893500999999863e-02	1.424179266000000110e+00	-4.989850726000000236e-01	2.359987977999999931e-01	2.717500739000000110e+00	1.326667432000000035e+00	-1.800787154000000057e-01	5.836961590999999450e-01	1.845079448999999983e+00	-1.143061496000000066e+00	1.815703837000000043e+00	7.261809936999999993e-01	6.380084558999999933e-01	-1.693454993000000075e-01	-2.651218900999999933e-02	9.658868412000000125e-01	5.967264802999999729e-01	-1.058730195000000096e+00	9.940382842999999635e-01	5.836699370000000275e-01	-1.896436793999999981e+00	4.045034318999999878e-01	1.328086612999999971e+00	1.301288409999999951e+00	1.081653874999999987e+00	-7.475406217000000186e-01	-2.583283357000000224e-01
4.369560766000000207e-01	1.478661760000000047e+00	-1.037832794000000058e+00	-1.276111730000000000e+00	-1.225583486999999971e+00	-1.587188327999999871e-01	1.015746099000000013e+00	-5.906116735999999978e-01	1.105306279999999974e+00	2.380181779999999969e-02	7.030881157999999687e-01	-1.154959354000000049e+00	-4.839342555999999740e-01	2.101725403000000103e+00	1.364557535999999960e+00	8.036528110999999752e-01	3.535935608999999924e-01	1.236217574000000097e+00	1.497416773000000090e+00	4.225200763999999998e-01	-9.456247438999999533e-01	2.183451674000000065e+00	-1.374284731000000037e-01	2.057953229000000217e+00	6.689920068000000386e-01	4.481005210999999822e-01	5.483355262000000341e-02	2.231836174000000061e-01	1.899883769999999972e+00	1.097499430999999914e+00	6.102893216000000454e-01	1.494550365999999908e+00	5.714106505999999586e-01	-1.827745527000000036e+00	-9.292397613000000223e-02	5.176184962000000001e-01	1.639578014000000028e+00	-1.107221948000000067e+00	7.997335166000000273e-01	4.827922431000000181e-01
