-9.751843179999999944e-02	1.277582451000000008e-01	8.133794084000000035e-01	-1.194971483000000001e+00	-1.180441698999999955e-01	-5.158124363999999629e-01	5.486012212999999971e-01	-3.139371645999999849e-01	-1.837991927000000025e+00	7.886099379000000020e-02	1.062242897000000019e-01	1.756111678999999981e+00	-1.490890268000000018e+00	2.385323661000000151e+00	-1.649711608999999912e+00	5.358830244000000187e-01	4.952311111000000099e-01	3.286406095999999888e+00	-1.362817635999999943e-01	2.600921759999999860e+00	-2.945907421000000248e-01	2.085339434000000047e-01	-6.297650450999999761e-01	1.946968782999999981e+00	2.007064028999999916e+00	-4.069170549000000192e-01	7.841949644000000275e-01	9.434297351999999526e-01	-9.665178730000000273e-01	-1.554656518999999903e+00	1.624526603000000069e+00	-6.088786887999999599e-03	8.008856778999999815e-01	-3.714151348999999991e-01	1.995833425999999911e+00	1.790750929999999963e+00	8.413258193000000551e-01	-2.194243113999999883e-01	3.441952385000000003e-01	-1.601137666999999931e+00	8.518098309999999618e-01	-5.901584073000000208e-01	-1.583055992999999884e-01	-1.414265880999999947e+00	1.907876090000000024e+00	3.076077005999999781e-01
-1.278519247999999886e-01	-9.918494458000000069e-01	1.113657332999999916e+00	-1.146326578999999901e+00	-4.355973185999999914e-02	1.035192866999999906e+00	2.001956035000000078e+00	-1.061925656000000107e+00	-6.047022306999999541e-01	9.484380623999999482e-01	8.113247588999999982e-01	3.093134587999999963e-01	-1.249131733000000022e+00	1.572198651999999974e+00	-1.990839799000000132e-01	4.634836494999999834e-01	4.779682640999999843e-01	2.906662324000000019e+00	-2.130470237000000044e-01	2.042239207000000167e+00	2.158839078000000106e-02	-5.370667355999999559e-01	-1.273823968999999945e+00	2.301679914999999799e+00	-2.028388915000000070e-01	2.850721888000000148e-01	1.130470558000000042e-01	1.099031840999999954e+00	-1.093901242999999912e+00	-9.244845259999999731e-01	1.070622913000000009e+00	5.047680244000000149e-01	-2.381245369999999972e-01	9.556183706000000166e-02	2.066729086000000049e+00	1.424566632999999971e+00	2.962320167999999976e-01	-6.128959254000000412e-01	-2.211328418999999990e+00	-1.591762275999999976e-01	-2.139677895000000052e-01	1.278741648000000009e+00	-7.695756026000000194e-01	3.098400660999999778e-01	-6.575848870000000623e-02	1.691999263999999892e+00
-7.419180322999999744e-01	1.498906026999999863e-01	1.151973952999999939e+00	-1.570333624999999955e+00	-2.201121108999999909e-01	-1.384594598999999926e+00	2.571829059999999778e+00	6.170265942999999531e-01	-6.427270556999999940e-01	6.446909679000000226e-01	3.707768228000000131e-03	-3.105061902999999845e-01	-1.069846740000000018e+00	3.009929356000000111e-01	1.525336953999999912e+00	6.717851018999999591e-01	1.441579459000000007e-01	3.069497066999999912e+00	-8.130085786999999842e-01	1.222568372000000014e+00	-3.830395347000000172e-01	8.742255676000000586e-02	-8.725489213999999549e-01	2.008117909000000090e+00	1.664825943999999891e-01	2.794790129999999984e-01	-2.770770972999999845e-02	9.110619621000000112e-01	-1.633488251000000113e-01	-1.472255513999999987e+00	4.783118711000000078e-01	1.000637231000000016e+00	-7.973328990000000394e-02	-4.480581791000000091e-01	4.984733507999999924e-01	1.009216096999999923e+00	-5.979353627000000282e-01	-3.002446809999999994e-02	-1.262261880000000058e+00	6.162384984000000010e-01	3.710494921999999973e-01	1.307637275999999904e+00	-2.144646638999999841e-02	2.827342185000000230e-01	-2.057925358999999899e-01	5.868288257999999535e-01
-3.069321193999999947e-02	-5.149561899000000276e-01	8.590367911999999828e-01	-1.767122593000000075e+00	-4.627899010000000035e-01	-1.496396503999999905e-01	2.188192384999999796e+00	-5.602829154999999783e-01	-7.372176336000000330e-01	3.155883131999999940e-05	3.615752588999999739e-01	-1.215570661999999968e+00	-6.767728820999999728e-01	-1.780500903999999940e+00	1.647851635999999953e+00	7.667162861999999857e-01	-3.799774416000000210e-01	2.726753827000000019e+00	-1.200922824000000055e+00	1.291284324000000039e+00	-7.759418587999999950e-02	6.224105371999999470e-01	-1.041149601999999952e+00	1.098344138000000081e+00	1.283384131000000039e+00	2.028510762999999884e-01	2.720098235000000253e-01	9.623678661000000245e-01	-1.507715766999999929e-01	-6.298174226999999625e-01	-2.193012823999999916e-01	4.673594267000000246e-01	-2.084024187999999889e-01	2.626051096000000043e-02	3.791041696999999933e-01	9.522183494000000525e-01	-1.323348576999999970e+00	1.609656854999999900e-02	-8.024335884000000085e-01	4.979627140999999813e-01	2.547024200999999932e-01	1.287454883000000105e+00	6.889910394999999577e-01	-1.644437841999999914e-02	-8.547137705000000529e-02	1.266204518999999973e+00
-1.568482217000000123e-01	-6.779927247999999462e-01	7.777938716000000197e-01	-1.197784297999999970e+00	-1.028911611999999920e+00	-2.944539688999999738e-01	1.984699363999999910e+00	-1.938204886000000071e-01	-5.251921497000000549e-01	-1.052658375000000035e+00	2.998548985000000222e-01	-1.131292661000000033e+00	-6.484893567999999719e-01	-1.054821122999999972e+00	1.777130702000000007e+00	9.668555822000000077e-01	-3.678252081999999756e-01	2.813263508999999996e+00	-6.602018213000000468e-01	1.476915334000000080e+00	9.584842510999999621e-02	3.641076293000000130e-01	-1.889769379000000082e+00	1.621333142999999977e+00	-1.094463451000000052e-02	-4.949313308000000133e-01	3.180871836999999980e-01	1.340746722000000002e+00	-5.306998048000000079e-01	-1.033499074999999934e+00	-3.069490804000000184e-01	4.513653333999999816e-03	8.321210622999999917e-02	-4.371713098000000186e-01	5.682573727999999935e-01	9.617276372999999934e-01	-1.054890966000000097e+00	7.211816154000000312e-01	-4.166711509000000091e-01	4.107844355999999975e-01	6.709027315000000158e-01	1.482742186000000073e+00	6.697840693000000067e-01	1.913395979999999996e+00	-2.154341880999999931e-02	9.078754512000000165e-01
2.530727010000000110e-01	1.665043244999999880e-02	1.016805385999999922e+00	-2.075949621999999994e+00	3.759362412999999736e-01	-5.071416754999999998e-01	2.096742270000000019e+00	3.714243633000000044e-01	-7.621470500000000481e-01	-1.775305522000000025e+00	-6.848281197000000153e-01	-4.989707917999999798e-01	1.580184306999999899e-01	-2.541824500000000042e-01	1.660102680999999913e+00	9.443434987000000058e-01	4.898234423000000226e-02	3.153888435999999906e+00	-4.015049780000000124e-01	2.013835842000000209e+00	-1.063855344999999897e+00	-5.088959092000000517e-01	-3.144638205999999991e-01	3.061683525000000183e-01	1.486024599999999918e+00	-1.420358869999999996e-01	7.510445154999999540e-01	1.331344120000000020e+00	-1.439284522999999982e+00	-6.258221955999999642e-01	-2.106078624000000121e-01	-1.337148693999999916e-01	7.332152587000000388e-01	6.990310156000000275e-01	-1.754755528999999981e-01	1.704958028000000070e+00	-8.552257342000000317e-01	7.948572168999999965e-01	5.586782856999999991e-01	-9.396989360999999930e-01	7.054950733000000529e-01	5.017351485000000055e-01	3.422095441999999932e-01	-1.374364141999999900e+00	6.559877187999999526e-01	6.418835769999999830e-01
-1.070318388999999953e-01	-1.189350729000000051e+00	4.233370786000000274e-01	-1.573527117000000031e+00	-6.533871690999999704e-02	7.214361107000000217e-01	2.144347946999999865e-01	-5.825653692000000161e-01	-4.298959821000000181e-01	-7.379337804000000167e-01	-1.808322144000000173e-02	3.524887159999999797e-01	1.461780234999999983e+00	3.726998411999999927e-01	1.340863998999999973e+00	4.022746365000000046e-01	8.984568035000000119e-01	3.031140054000000195e+00	5.910676060999999759e-01	1.982186414999999924e+00	-9.157401540000000006e-02	-2.356189275999999999e-01	-8.915517271999999771e-01	9.605007290000000530e-01	6.812770247999999640e-01	2.224972259000000119e-01	-1.705892454000000003e+00	1.591393209999999891e+00	-1.256908396000000039e+00	-6.047968043000000182e-02	6.815186925999999756e-01	4.754995650000000129e-01	9.388087366999999794e-01	1.914647284999999866e-01	2.458502747999999904e-01	1.525155725999999934e+00	-4.564594808999999920e-01	1.714403933000000047e+00	8.671030655000000475e-01	-9.748538418000000094e-01	2.107395283999999869e-01	1.478012600000000010e+00	9.473885815999999460e-02	-1.825281914000000061e+00	5.166496925000000351e-01	6.204895473999999522e-01
-9.945597857000000319e-01	-2.172612100999999907e-01	5.375308313999999782e-02	-1.109063332000000068e+00	-8.077196493999999616e-01	-1.272479316000000082e+00	-3.798448533000000071e-01	1.069739956000000047e+00	2.231311850999999902e-01	-4.182455479000000143e-01	-1.410199885999999930e-02	1.674791369000000030e+00	1.737655791999999977e+00	5.217378862999999534e-01	3.758058993999999764e-01	-2.036266567999999999e-01	2.116062223000000131e+00	2.143212941999999899e+00	6.785189195999999923e-01	2.051656985999999794e+00	7.967529588999999746e-01	3.003820998999999770e-01	-1.260535393000000060e+00	1.721255737999999980e+00	5.949055898999999759e-02	6.391124194999999730e-01	1.241562764000000013e-01	2.013377211999999972e+00	-8.739581040999999662e-01	-1.766392126999999923e-01	1.449634099000000065e+00	9.325538526000000106e-01	1.483453342999999924e-01	-5.259689588999999499e-01	3.355998669999999962e-01	1.357273286999999939e+00	-5.701414536999999810e-02	9.271826182000000305e-01	-4.390894348000000114e-01	9.441366344999999605e-01	-2.296626723999999897e-01	1.763030931999999940e+00	-2.511290975000000092e-01	9.952240411999999647e-01	-3.003480868999999776e-01	-4.659089223999999807e-01
-1.494176757000000022e-01	-8.237229349999999894e-03	3.715466675999999913e-01	-1.994787134999999934e+00	9.263868017999999926e-01	-2.805061059999999773e-01	-1.363037606999999984e-01	6.680797993999999518e-01	1.255609734999999949e+00	5.161219143000000259e-02	-1.793767565999999924e-01	1.561684896000000045e+00	2.386622439999999956e-01	1.185892102000000031e-01	-5.372877610999999831e-01	-5.306903428000000478e-01	1.835273590999999982e+00	6.454507773000000004e-01	-3.130592522000000266e-01	1.788151374999999987e+00	5.361484575999999613e-01	1.654459928999999940e+00	-5.892907805999999526e-01	4.659556852000000249e-01	1.565607675000000087e+00	2.560492005000000182e-01	1.772617765999999984e+00	1.918703392000000063e+00	3.575248374000000173e-01	-2.769934863999999886e-01	1.719172420999999895e+00	9.386241920000000238e-01	-5.636280140999999633e-01	6.155591690999999699e-01	-5.371210840000000264e-01	1.815363724000000012e+00	1.191678398000000083e+00	-8.066955195999999662e-01	-2.192239926000000005e-01	-7.663911275000000467e-01	-6.193860019000000383e-01	6.316206144999999550e-01	-4.732124433000000074e-01	-6.730947551999999501e-01	-4.523437141000000161e-01	9.594826213999999576e-01
-2.648404446000000023e-01	-1.463427937999999928e+00	5.142344935999999533e-01	-1.474191990000000008e+00	-1.725832103999999992e-02	1.333225204999999969e+00	-5.719784871999999964e-01	-4.782892222999999832e-01	1.901209356999999933e+00	9.713398369000000310e-01	4.973620677999999740e-01	1.318969480000000027e+00	1.296957880000000063e-01	6.863431972000000325e-01	-8.144565765000000290e-02	-7.169665790000000483e-01	1.955388895000000016e+00	-4.978649238000000254e-01	-3.408357684999999831e-02	1.233550452000000019e+00	2.579647762999999761e-01	2.022543462999999875e+00	-1.080956414999999948e+00	8.492848243999999713e-01	6.512159613000000347e-01	8.076736798000000439e-02	2.312162278999999876e-01	1.447107141999999902e+00	3.273600982000000187e-02	-3.417298046999999728e-01	8.633122023000000533e-01	1.057482830999999956e+00	-4.039529364000000178e-01	-1.812344487999999920e+00	3.257273296000000040e-01	1.303965621999999991e+00	1.170176069000000041e+00	8.404925832000000041e-02	7.302342547000000295e-01	-6.741660027000000444e-01	3.557798721000000053e-01	1.659488920999999895e+00	3.338038333000000191e-01	-1.300694152000000103e-01	4.167669531000000038e-01	1.229433283000000099e+00
