2.119132851999999956e-01	1.613950379999999907e-01	6.579188021999999858e-01	1.488262834999999895e-01	1.734664422999999955e-01	4.949886124999999804e-01	-3.316463512999999752e-01	-9.628559866999999994e-02	1.663674214999999901e+00	6.189855440999999514e-01	1.632162440000000103e+00	9.465243947000000491e-01	2.376106587999999853e+00	-9.515138435000000117e-01	-7.984495015999999445e-01	-1.090616749000000052e+00	1.261993024999999990e+00	-1.064980859000000057e+00	5.165379509000000285e-02	-5.893571194000000318e-02	9.861982617000000229e-01	3.041468164999999946e+00	1.044776586000000007e+00	4.747365135000000125e-01	-2.790645608999999805e-01	-2.019409322999999867e-01	-2.158723633999999780e+00	-1.946807839999999956e+00	-6.319526276000000387e-01	9.365550100999999739e-01	-5.840613287000000486e-01	-4.089460642000000146e-01	7.495147804999999774e-01	3.907029584000000222e-01	1.941319733000000047e+00	3.379955330000000147e-01	-9.722576772999999561e-02	7.258902549000000315e-01	1.955609648999999894e+00	8.465054591999999767e-01	-4.136583919999999859e-01	5.737842744000000161e-01	4.649432743999999951e-01
2.052875479999999864e-01	-4.527691298000000031e-01	1.425117629000000052e-01	-1.320803184000000075e+00	-1.278555966000000099e-01	3.448856472000000339e-02	-3.812923138000000045e-01	-1.753207522000000129e-01	1.569791589000000043e+00	1.787494480000000108e+00	8.752690818999999678e-01	7.556259961000000303e-01	1.814433795000000016e+00	-2.401850861000000004e-01	-6.596736200999999689e-01	7.922494127000000164e-02	9.945651825000000334e-01	-8.140169805000000425e-01	2.111085316999999906e-01	7.203012484000000104e-02	1.140481617999999919e+00	2.798528410999999938e+00	-8.645515062000000417e-02	-9.737523891999999570e-01	-2.826173792000000184e-01	6.846589540999999945e-01	-1.296046322000000028e+00	-3.913229400000000080e-01	-1.432029336999999902e+00	-6.635653791000000190e-01	-3.795394004000000043e-01	1.318964189999999981e+00	1.902446488000000047e+00	6.886200469000000046e-01	1.338073971000000029e+00	2.953532677999999856e-01	3.618004467000000002e-01	3.030608509000000048e-02	9.842259422000000368e-01	2.080586748000000097e-01	3.934132605999999810e-01	8.239618463000000226e-01	1.714532965000000075e+00
-3.331529030000000002e-01	1.210181897999999950e-01	1.999119420000000091e-01	-4.183328263000000158e-01	-1.543424944000000021e-01	1.819143712999999885e-01	-1.389649703999999986e+00	-3.971766255999999995e-01	1.583641454999999976e+00	1.930306504000000034e+00	-1.773202086000000011e-01	8.232773170999999612e-01	-2.356083012000000088e-01	-8.831966404000000104e-01	-1.216864186000000014e+00	-4.618414493999999926e-01	8.859177146000000169e-01	-1.017503484999999985e+00	-6.001099726999999939e-01	-1.018787939000000087e+00	6.745748570999999805e-01	2.509098768999999951e+00	-3.040501768000000160e-01	2.838267811999999890e-01	1.139026337000000055e-01	-3.355050335999999744e-02	-1.898549194999999967e+00	-8.071477075999999862e-01	-7.850079405000000010e-01	1.651551130999999950e+00	5.828718811999999971e-01	1.710273825999999997e-01	-5.811245452000000228e-02	1.241462011000000060e-01	-3.718044468999999741e-01	3.190469378999999939e-01	2.348070298000000111e+00	1.210333340999999896e+00	-2.330143903000000127e-01	-1.484135550000000026e-01	1.190870099999999931e-01	1.551702726999999893e+00	5.197734836999999830e-01
1.626994783000000055e-01	4.701986928999999926e-01	-7.852839749000000147e-01	-1.213218912999999954e+00	-2.761284829000000274e-01	6.178723834999999553e-01	1.758520748999999883e-01	-8.579953411999999835e-01	5.319838969000000306e-01	2.121722765999999982e+00	-7.397605644000000424e-01	6.264421077999999810e-01	-5.080356265000000038e-01	-1.459726314000000080e+00	-4.523889653000000288e-02	4.811798794000000240e-02	4.057909769999999972e-01	-6.751700800000000058e-01	-7.740958041999999872e-02	-4.181495358000000273e-01	1.075266247000000064e+00	1.703819533000000108e+00	-4.428659140999999799e-01	1.622875113999999952e+00	2.452355173999999916e-01	-1.706164404999999995e+00	-8.141518687000000032e-01	7.022914342999999823e-03	-1.822175242000000084e-01	-3.291421645000000007e-01	-8.185725706999999463e-02	-7.340371747999999696e-01	2.241710732000000039e+00	-6.884982463000000052e-02	6.880293500999999923e-01	7.069491846000000024e-01	1.258021472999999890e+00	1.118115017999999905e+00	-4.821868718999999803e-01	1.464777953000000021e+00	2.825186069999999994e+00	8.772016233999999635e-01	3.958333498000000117e-01
-4.289897341999999725e-01	1.794683101000000003e-01	9.307471716000000563e-06	3.262789374999999770e-01	1.921387999999999985e-01	-3.490577554000000027e-01	-1.745556426000000050e+00	-1.320981146000000050e+00	-8.526813725999999871e-01	5.296325155000000118e-01	-1.050948389999999955e-01	-4.465429374999999729e-02	-1.239595736999999920e+00	-4.992541743999999726e-01	-1.233293815999999987e+00	-2.250592657999999913e-01	4.852510468999999826e-01	-1.318818269999999959e+00	-3.775469034000000085e-02	1.976736186999999978e-01	7.914882774000000509e-01	1.651258746999999971e+00	-1.179226894999999969e-01	9.999711708999999837e-01	9.169171525999999517e-01	-1.561722406999999979e+00	-4.932054626000000053e-02	-1.288399985000000081e+00	7.719656848999999488e-01	4.025920731000000030e-01	5.511137331000000028e-01	-1.188101300000000027e+00	1.758156247000000061e+00	5.585628593999999447e-01	8.344753737000000227e-01	-3.236492501999999744e-02	8.278923494000000050e-01	8.066649023999999946e-01	-1.129980479000000093e+00	-1.729341501999999975e-01	1.124977724999999928e+00	9.766978350999999670e-01	3.694751112000000060e+00
-3.301044162999999809e-01	-4.807687060999999984e-01	-9.860960424000000391e-01	-2.036148178999999947e-01	-5.475833883999999818e-01	-1.255785435000000005e-01	4.268553205000000239e-01	-1.206765372000000003e+00	4.579740210000000089e-01	9.480050707999999882e-02	-6.945477929000000161e-01	1.666699020999999892e+00	-8.669693065000000365e-01	-7.591138815000000317e-01	-7.082550222000000284e-01	2.809488831999999991e-01	7.883797070000000407e-01	-7.839827190999999473e-01	7.761684620000000034e-01	7.804035660000000485e-01	1.162420454999999908e+00	1.929639389000000094e+00	1.153223925000000039e+00	1.393390891999999992e+00	-6.661051855999999827e-01	-2.610557614999999831e-01	1.093931025000000057e+00	-1.556586511999999978e+00	9.394412746000000425e-01	-2.711080764000000087e-01	1.490146109999999968e+00	2.312014545999999948e-01	5.864986124000000078e-01	-2.643793736999999755e-01	4.814260375000000147e-01	-6.326658238000000267e-01	7.247387252999999696e-02	1.725825367999999915e-01	-1.063616609000000102e+00	-7.145466783999999683e-01	2.518158883999999986e+00	1.219981532999999896e+00	1.586296174999999975e+00
1.001839063000000002e-01	1.871910280000000093e-01	1.826104759999999938e-01	2.570947190999999798e-01	-8.295332405999999992e-01	-1.226825864000000044e+00	-1.930070474999999952e+00	-1.266849705999999909e+00	-1.217558488999999966e+00	-2.920094572999999971e-01	-7.411275391999999629e-01	3.916449646999999867e-01	-6.759776519000000317e-01	-5.114113053000000075e-01	4.581102422999999702e-03	-8.705599837999999924e-02	1.056824350999999995e-01	4.864566096999999867e-01	3.086565320000000057e+00	3.509970718000000045e-01	1.190378509000000085e+00	2.683070820999999828e+00	6.406334877999999566e-01	-1.295188146999999956e+00	-2.081316130999999903e+00	1.060389033000000092e+00	1.092949485999999970e+00	-1.114436672999999933e+00	1.248520172000000095e+00	1.041394281000000088e+00	-3.323342080000000198e-01	-8.206928771000000511e-01	2.609408729000000093e-01	5.969884264000000496e-01	7.288335713000000382e-01	-3.152906186000000166e-01	3.587667218000000213e-01	2.945866978000000191e-01	-2.828529645999999786e-01	1.947112044000000042e-01	6.727555362999999566e-01	7.214768392999999502e-01	1.701358674000000015e-01
9.848532612999999714e+00	-5.374664260000000304e+00	-1.209986642999999917e+00	-1.794979732999999911e+00	-1.414228381999999895e+00	-3.932071572999999987e-01	2.279595946000000151e+00	-7.849478339000000027e-01	3.144855064000000144e+00	-1.241263460000000096e+00	-3.810629229999999978e+00	5.896875975000000381e+00	2.307416414000000027e-01	1.532781111000000029e+00	6.165944384000000139e-02	3.263271399000000073e-01	-6.204110355999999937e-01	5.298062664999999560e-01	1.080627656999999964e+00	1.481860407000000102e+00	2.500038634000000037e+00	3.905614277999999828e+00	-2.334856884000000021e-01	3.423619142000000060e-01	-1.792278196000000046e+00	4.435487089000000188e-03	8.588167912999999931e-01	-6.249073424999999904e-02	2.697071006999999798e-01	-3.931243509999999830e+00	1.524124462999999929e+00	-5.841354232000000035e-01	1.049895333000000042e+00	1.916674137000000000e+00	1.152940018000000011e+00	3.357664760999999887e-01	-5.762597245000000050e-04	-4.964225217000000079e+00	5.414214439000000212e-01	9.069196209000000009e-01	1.853594189000000059e+00	8.021482484999999940e-01	-4.507713349000000314e+00
-4.323110794999999729e-01	-2.325281867000000002e-01	8.113288600000000628e+00	3.482140527999999957e+00	-4.769314995000000224e-01	5.679710082000000160e-01	-1.225085203999999983e+00	-7.176093343999999652e-01	-2.154946980000000123e-01	5.690939633999999581e-01	-1.910445167000000000e+00	-1.242512760000000105e+00	1.086346441000000107e+00	5.937919096999999535e-01	2.482615115999999844e+00	-1.196303893999999923e+00	1.108764907999999938e+00	1.264744671999999959e+00	1.178250202999999940e+00	1.025593919000000076e+00	2.238886454000000192e+00	1.529988767000000083e+00	4.000485122999999921e-01	2.124010478999999840e+00	-4.031250867999999765e-01	-1.610021829999999987e+00	1.145483385999999992e+00	-2.289717866999999796e+00	4.647116044999999862e-01	-5.750119040000000181e-01	2.436238632999999931e-01	5.802164873999999806e+00	3.619143468999999946e+00	1.231619371999999935e+00	1.138973538999999979e+00	-3.841254108000000111e-01	1.432961001000000012e+00	-1.705187988000000043e+00	-2.684483542000000167e-01	1.374641372000000028e-01	1.082282803000000015e+00	3.247784358000000093e+00	-3.497548485999999901e+00
-4.829691796999999731e-01	-4.396456599999999937e-01	1.317770187999999898e+00	8.136596937000000196e-01	9.000190525000000275e-01	1.905974303999999897e-01	-7.915794167999999909e-01	2.709435863999999916e-01	8.777858816000000397e-01	-8.231494687000000532e-01	-5.312070718000000413e-01	-1.627134187000000010e+00	-1.467373335999999917e-01	8.238564748000000160e-01	-1.136586990999999963e-01	-7.903872603999999580e-01	5.625001497999999600e-01	8.458011671999999814e-01	8.342614686999999529e-01	3.620215291000000168e-01	1.755023344000000041e+00	7.701958513000000117e-01	8.481289376999999741e-01	2.472343465999999879e+00	6.845549815999999455e-01	5.014420143000000163e-01	8.724861892999999924e-01	-2.334710049999999981e+00	-3.433554548000000151e-01	1.051735309999999979e+00	7.712840711999999765e-01	6.280668279000000132e-01	1.260024475000000033e+00	8.275862594999999766e-01	1.329393648999999903e-03	1.591577548999999925e+00	1.132888737999999895e+00	-9.875806350000000400e-01	3.234381686999999950e+00	1.890261332999999988e+00	-1.008869148999999910e+00	9.474518095999999723e-01	-3.790740682000000028e-01
