4.375580205000000056e-02	1.829722695999999926e+00	-6.423576096999999985e-01	2.934692662999999757e-01	-1.217715571000000052e+00	-3.975117342000000220e-01	4.334201688000000052e-01	3.395859205999999908e+00	-9.253025928000000455e-01	1.725732674000000078e+00	-4.990646490999999796e-01	3.976519179999999931e-01	2.154581503999999814e+00	1.525464522999999906e+00	3.158045143000000055e-01	3.324463749000000079e-01	-8.512837782000000353e-02	-3.126723860999999771e-01	1.326677651000000013e+00	3.122837141000000205e+00	3.484509282999999957e+00	5.457275555999999833e-02	-1.626336250000000039e+00	-6.539317085000000418e-01	-1.312454494000000027e+00	-5.216496674999999694e-01	-4.018055836000000158e-01	2.946387136999999989e-01	1.084634630999999905e+00	9.302841320000000691e-02	4.575383865000000050e-01	3.486121852999999882e-01	-4.210346979999999850e-01	-1.491083390000000009e+00	1.530105333999999928e+00	2.720418974000000212e+00	-2.599726573999999735e-01	7.120362328000000296e-02	1.123929444999999916e+00	-1.470230335000000110e+00	-6.311178336999999638e-01	1.376742772000000059e+00	4.214325740000000181e-02	4.317748873000000209e+00
4.457271213999999815e-01	2.160604165000000076e+00	-1.837462537999999881e-02	-3.705761633999999916e-01	1.041010443999999951e-01	1.174725970999999980e+00	8.740034029000000038e-01	1.864232904000000079e+00	1.771472436000000039e+00	-2.264818060999999882e-01	-6.371498075999999511e-01	-3.940161201999999863e-01	7.447897033000000500e-01	2.751628261999999880e-01	4.444812627999999988e-01	-1.750215961000000098e+00	-6.737917301000000414e-01	-7.591921753000000495e-01	2.719221217000000052e-02	2.207103386000000000e+00	-7.906822561999999888e-01	-1.218149099999999985e+00	-1.835461283999999971e+00	-1.316522195999999978e+00	-2.103011298999999834e+00	-1.647489242000000020e+00	-7.107178363000000304e-03	-7.315613447000000047e-01	2.770895764999999900e-01	-1.301993685000000012e+00	2.256628236999999870e-01	-4.808441064000000265e-01	2.699236961999999882e-03	-1.460452040000000062e+00	-4.801241528999999897e-01	2.519554165999999817e+00	-1.101876235999999995e-02	-8.817620215999999456e-01	-1.136702494999999979e+00	-1.791383165000000055e+00	-1.243492714000000054e+00	1.871342158999999894e+00	1.267847908000000023e+00	2.360208758000000184e+00
-1.023348190999999963e+00	-1.650357346999999919e-01	9.421145880000000306e-01	-6.372913232000000372e-01	1.140987181000000072e+00	-9.221472314999999975e-01	-9.299631244999999602e-01	8.870782136000000540e-01	1.091894299000000013e+00	-1.078951038999999890e+00	-1.213655654000000000e-01	-2.464723258000000028e-01	-1.088581452000000060e-01	5.434959729999999656e-01	1.805951209999999918e+00	-1.041821002999999912e+00	-9.009220797000000447e-01	-7.717854200000000553e-01	5.554484374999999474e-01	2.521458411999999871e+00	-7.748814169000000085e-01	-6.684698048999999642e-01	-9.186518811999999645e-01	-6.833433467999999733e-01	-2.153474666999999787e+00	-1.159078185000000039e+00	1.405616999000000034e-01	-1.210409746000000064e+00	-5.828505099999999883e-01	2.991385554000000058e-01	5.788218966000000520e-01	1.385611238999999995e-01	8.224777171999999581e-01	-4.959959930999999766e-01	1.596180700000000008e-01	2.759021106999999806e-01	1.067968569999999895e+00	-1.435236436999999921e+00	-1.532284275000000084e+00	-3.510006930999999830e-01	9.479473132000000302e-01	1.373286608999999991e+00	-2.320847040000000028e-01	5.884230796999999624e-01
-1.746557978000000011e+00	-7.333961515000000375e-01	1.444429107999999906e-01	-7.455100005000000474e-01	-9.518492936000000348e-01	-2.824543954000000023e-01	2.774372073999999966e-01	1.038638203999999954e+00	7.063458276999999841e-01	9.507842548999999310e-02	-6.573211283000000016e-01	1.227957726000000055e-01	-9.355807799000000202e-02	3.238635928999999969e-01	-9.860114988000000524e-01	1.572806734000000040e+00	2.881470957999999749e-01	1.155400260999999915e-02	1.698199108000000013e-01	2.963353655999999781e+00	1.104369412999999911e+00	1.389567631999999997e-01	-7.540790327999999376e-02	-2.647728768000000010e-01	-8.302636745000000484e-01	-3.939075812000000232e-01	-2.355351316000000139e+00	-8.783624071000000200e-01	-2.339879593000000035e+00	8.718928258999999459e-01	2.544532333000000257e-01	7.429993791000000236e-02	1.208496073000000059e+00	3.493642196999999783e-01	1.064601501999999922e+00	-8.788113951999999562e-01	1.602686287000000043e+00	-9.520825484999999588e-01	-4.338830839000000217e-01	3.234934533000000112e-01	1.762052418999999981e+00	-8.318058443000000413e-01	8.107138069999999530e-01	-1.291916126000000054e-01
-6.378201729999999348e-02	1.011935530999999999e+00	-1.809190376000000100e+00	-1.177936563000000048e+00	-7.127827388999999347e-02	9.196201303000000049e-01	1.201146771999999974e+00	1.103041147999999971e+00	-3.266776127000000085e-01	1.149790263000000090e+00	-1.155502927999999985e+00	8.889188757999999524e-01	1.072999602000000108e+00	3.030875424000000207e-01	-6.746953472000000174e-01	-1.165621556000000059e+00	-1.501585997000000061e+00	-3.119273717999999918e-02	8.723891523000000259e-01	3.254088643999999864e+00	-1.080089040000000056e+00	3.985404225999999994e-01	-1.822053543999999914e-01	-1.199431573000000056e-01	1.011900964000000069e+00	1.936625002000000040e-01	-3.367476276999999962e-01	-8.625106698000000183e-01	-2.786741607999999815e+00	-1.067437423000000107e+00	5.699895444999999450e-01	-4.752706932999999911e-01	1.276736161999999952e+00	-4.106157409999999786e-01	-2.366052703000000035e-01	-6.203535522999999996e-01	2.211618105999999973e+00	3.236665516000000187e-01	8.896993961000000395e-01	5.129424074999999750e-01	1.306035886000000090e+00	1.580278666999999915e-01	1.799147231000000069e+00	4.818697029999999826e-01
7.528534091999999900e-01	6.057918142999999533e-01	-1.183921014000000049e+00	-1.311260979999999909e+00	1.334918701000000096e+00	-9.827864446999999837e-01	-1.069918359999999957e+00	1.608639071000000031e+00	1.292496311999999925e+00	-2.109654944999999893e-01	-1.122074503999999973e+00	1.845615543999999941e+00	1.529149743000000061e+00	-4.505914939999999813e-01	1.892631847000000089e+00	-1.124850802999999955e+00	-7.043061518000000021e-01	1.298711196000000012e-01	7.223758985999999549e-01	3.317037526000000014e+00	3.752661313999999804e-02	4.464906187000000082e-01	-1.288508537000000009e+00	2.898537447000000267e-01	1.107395415999999910e+00	1.048046591000000083e+00	4.480325204999999755e-01	-4.478045345000000177e-01	-1.223364211999999895e+00	-4.804466090000000245e-01	5.326565120999999792e-01	-9.213384947999999630e-01	4.494112917000000346e-02	-2.913160289000000236e-01	1.102231511999999913e+00	-6.387491806999999744e-01	2.545708160999999858e+00	3.161000979999999960e-01	1.200117324000000013e-01	4.875947776999999816e-01	5.203573699000000330e-01	1.236551916000000029e+00	7.886524528999999673e-01	-3.603876462000000225e-01
-1.235137066999999922e+00	-6.145332585999999653e-01	7.539501106999999536e-01	-7.962304009999999765e-01	-1.764358082999999966e-01	1.120084773000000061e-01	3.130734218999999818e-01	1.466357989999999889e+00	1.556558622000000058e+00	-8.630395646999999837e-01	-6.364845698000000107e-01	1.865917465000000108e+00	1.577221082000000107e+00	-1.346839421000000092e+00	-8.153739308999999880e-01	1.029198542000000050e+00	1.612210093000000066e+00	6.760492368000000155e-03	1.417792814000000012e+00	2.414789364000000216e+00	2.262936944999999866e+00	5.029662925000000229e-01	-4.099333358999999732e-01	1.058900267000000062e+00	6.513345374000000243e-01	9.947412458000000068e-01	-1.743719924000000088e+00	3.104353630000000058e-02	4.056211216999999758e-01	1.615475929000000033e+00	9.945900789999999325e-02	-2.389059333999999923e-01	-1.274355676000000104e+00	-6.656412502999999870e-01	8.169063063000000513e-01	4.673242812000000246e-01	1.274741356999999908e+00	-1.713633250999999913e-01	7.119111782999999471e-01	5.714593313000000396e-01	5.830382753000000300e-03	1.569895977999999914e+00	1.807462194999999994e-01	-9.293703693000000543e-01
-1.439565293000000024e+00	2.762103764000000128e-01	-3.615247145000000106e-01	-3.584078886000000019e-01	1.063424904999999976e-01	1.371883130999999922e+00	1.396634493999999949e+00	2.984564209000000190e-01	5.519048373999999590e-01	1.656988209000000101e+00	6.136409359000000174e-01	1.720343640000000063e+00	1.656136207000000082e+00	-1.328706235999999929e+00	-6.266977366000000549e-01	-1.780059579000000114e-01	-5.621503899999999998e-01	-3.324037434000000069e-01	2.516322493000000105e+00	9.341868822000000128e-01	-2.850464522999999750e-01	5.484034329000000429e-01	-9.003851861999999373e-02	1.128134648999999934e+00	2.767555302999999967e-01	4.303762168999999971e-01	1.240025285999999949e-01	1.900419840999999915e-02	1.213273424000000045e+00	-5.027598890000000154e-01	4.328276631999999902e-01	4.937681180999999864e-01	-8.092857047999999498e-01	-3.872648174999999970e-02	5.042506414999999853e-01	8.713751560000000396e-01	2.392393985999999861e-01	-8.087086050000000248e-02	1.038167325999999946e+00	2.788284007999999869e-01	-5.171952022000000371e-01	1.447312079000000029e+00	-1.023295974999999913e+00	-1.070989535999999909e+00
3.366496815999999725e-01	1.448953817999999893e+00	-1.631400895000000073e+00	2.653459692999999842e-01	1.238424442999999986e+00	-9.399488693999999978e-01	-1.274090060000000024e+00	-3.702925309000000276e-01	-4.891677473000000109e-01	1.419831795999999979e+00	1.192815775999999994e+00	2.095781103000000201e+00	1.355103138999999901e+00	-5.390708049000000335e-01	1.712936242999999914e+00	-6.315755598000000193e-01	-6.578782014999999816e-01	-5.170662217000000505e-01	7.293907440000000353e-01	4.605299045999999841e-01	-5.746216324999999792e-01	-9.229120680999999826e-02	-1.543829479000000005e+00	9.210764793000000283e-01	8.672001216000000401e-01	2.182684661000000026e-01	-2.998815530000000229e-01	-5.324536491000000371e-01	7.058091211000000476e-01	-1.129527305000000093e+00	4.908176645999999810e-01	1.972557353000000013e+00	5.121505426000000361e-01	-1.000812383999999944e-01	2.166758317000000211e+00	9.024266599000000388e-01	3.516888926000000248e-01	2.243262129999999965e-01	2.559525717000000200e-01	-2.725855200000000186e-03	-5.603245126000000464e-01	1.751649395999999914e+00	6.875172341000000686e-02	-1.987018893999999980e-01
-1.274826693999999982e-01	7.638521481000000168e-01	-1.648072005999999881e-02	9.483681116000000078e-01	-1.598134877999999981e+00	-6.853962276999999714e-01	6.505469916999999658e-01	-2.855531177999999851e-02	1.353130582999999998e+00	-5.305792193999999684e-01	8.989141242999999504e-01	1.860488560000000069e+00	5.062313621999999791e-01	-3.454198014000000039e-01	3.602019377999999827e-01	1.342217020999999955e+00	1.284135613999999870e-01	3.153626197000000131e-01	7.602099797000000381e-01	-1.400497529999999990e-01	1.322343029000000003e+00	-7.446114615000000159e-01	-1.315864869999999964e+00	1.497466434999999985e+00	1.166654035000000089e+00	2.196307527999999953e-01	6.540153546999999401e-02	5.596068468999999546e-01	-8.587206931999999959e-01	1.262923034000000000e-01	-3.830303431000000036e-01	2.208135765999999833e+00	3.100572133999999758e-01	-9.032814435999999558e-01	2.577895429999999877e+00	1.673719729999999961e+00	-1.957859758000000117e-01	6.199562173999999537e-01	-3.785426828999999965e-02	9.745761851999999725e-02	-2.810925989999999916e-02	1.185109678999999971e+00	6.629915730000000007e-01	-7.655502141000000149e-01
