-1.691666539000000080e+00	-6.931209288999999885e-01	-1.196616244999999967e+00	2.426351834999999901e-01	-3.475490024999999816e-01	1.762113784999999933e+00	7.693358251999999897e-01	3.754303229000000020e-01	-6.525462919000000195e-01	5.751962094000000469e-01	-1.537023293999999929e+00	-2.426338333999999985e-01	1.398947785999999915e+00	-1.145155254000000067e+00	-1.623032770000000014e+00	1.830596278000000021e+00	-1.350729875999999940e+00	2.475751767999999908e-01	-5.548634949999999844e-01	-4.659437725000000197e-01	2.918635218000000253e-01	-1.019263985999999900e+00	7.361835950999999767e-01	-2.894949658000000037e-01	9.716668140999999981e-01	1.717974416999999976e+00	-1.232679732000000028e+00	-9.014506758000000453e-01	-2.600381266999999941e+00	4.132415216000000058e+00	9.197289964999999512e-02	-1.919264277999999990e+00	2.821776321000000198e+00	3.849856275999999789e-03	-1.243295766999999996e+00	5.608749079000000526e-01	2.342924891000000009e+00	-8.494228402000000289e-01	-8.733637624000000210e-01	1.500721356999999978e+00	1.349152421000000102e+00	-4.497738024999999862e-01	1.005270388000000015e+00	8.298540264000000555e-01	1.090201146000000065e+00	-1.612040562000000010e+00	1.739041961000000081e+00	-1.063242516999999943e+00	1.745825748999999982e+00	3.266630501999999936e+00
-8.203920802999999928e-01	-1.303509940999999950e+00	-1.609701598000000011e+00	-2.615809940000000111e-01	1.627219886000000004e+00	1.575829016999999999e+00	5.098740176999999596e-01	-4.538921778000000185e-01	7.046829718000000020e-02	1.861434392999999909e-01	-1.724054906000000109e+00	-9.873683664000000304e-01	4.129203827999999854e-01	-4.200950104000000240e-01	-2.239722135000000058e+00	7.787225624000000401e-01	5.857135167000000475e-01	-1.507339438000000031e+00	3.364019949000000148e-02	-2.333303161999999986e-01	4.734725728999999994e-01	-1.131321431999999932e-01	9.835006447999999901e-01	4.313156610999999835e-02	-1.853160231000000047e-01	1.192598687999999907e+00	-1.531000161999999998e+00	-1.032522833999999889e+00	1.626634834000000029e-01	3.179098654000000135e+00	2.656206974999999915e+00	2.245643704999999990e+00	-2.678488157000000203e-01	-1.821040187000000019e-02	-4.148290828999999791e-01	8.422899595999999711e-01	1.599872109000000098e+00	1.841477327000000108e-01	-1.316779448999999991e+00	3.963504368999999916e-01	2.027020679000000047e-01	-6.061711346999999472e-01	3.788421396000000163e-01	-1.565119291000000024e+00	2.004597441000000035e+00	-1.487699786000000080e+00	-6.684457298000000547e-01	-9.366164220999999568e-01	7.204194057999999679e-01	1.857551605999999911e+00
-1.314620676999999960e+00	-5.755342431000000092e-01	-1.564017696000000068e+00	-2.473487107000000018e-01	1.576961065000000106e+00	-4.750546471000000048e-01	7.551250551999999505e-02	-1.010403436999999904e+00	-1.103594811000000009e+00	2.458081306000000077e-01	-7.985095254999999836e-01	-6.696657481000000134e-01	6.847457030000000389e-01	-3.672492941000000122e-01	-2.884495162999999973e+00	2.082754890999999997e+00	1.254785404000000049e-01	2.663083116000000139e-01	-8.299340687000000827e-03	-4.305655113999999895e-01	8.644551934999999965e-01	-3.337822646999999976e-01	6.837561844999999749e-01	8.028278944000000195e-01	4.463902209000000232e-01	1.696419979999999939e+00	-1.304073392999999914e+00	1.121127915999999974e-01	6.476065882000000551e-01	1.823740373999999997e+00	9.652755415999999533e-01	1.788557510000000073e-01	2.788728262999999874e-01	3.319910562000000231e-01	-1.037496957000000108e+00	3.234709712999999986e+00	3.098847495999999868e+00	3.463236404000000213e-01	-5.421013786999999695e-01	4.731166976999999774e-01	1.377461556000000031e-01	-7.472664454999999872e-02	8.863231856999999672e-03	-1.994132540000000064e+00	-2.931799257000000103e-01	8.415750435000000085e-01	2.716781361999999755e-01	-1.427790185000000101e+00	-1.302497958000000122e-01	-5.361705272000000244e-01
-1.262755354999999913e+00	-1.483481357000000056e+00	-1.285358586000000081e+00	-9.897511688000000252e-01	1.397754211000000080e+00	-6.823880596000000409e-01	-5.069510886000000438e-01	3.213754589999999745e-01	-1.199804802999999920e+00	-3.282907419000000160e-02	-5.180729138999999872e-01	-2.685535538000000111e-01	2.601851279999999877e-01	-7.913295152000000554e-01	-1.506743200000000060e+00	1.083057664999999892e+00	1.703531940000000133e-01	-8.361696951999999516e-01	7.643036421000000136e-01	-4.200644206999999963e-01	9.323375499999999594e-01	-4.306530759000000153e-01	1.344185771999999890e+00	1.949216102000000062e+00	7.950010658999999702e-01	-8.767463286000000133e-01	-5.380930603000000367e-01	1.071401287999999979e-01	-1.759049153000000087e+00	1.077005572000000022e+00	1.100960107999999993e+00	5.794255132000000197e-01	6.873455753999999640e-01	-4.896905850000000116e-01	-9.575538444000000204e-01	3.974965452999999815e+00	1.758359819999999907e+00	1.738005381000000127e-01	-2.226039528000000045e-01	7.632849633999999606e-02	1.317724466999999899e-01	-5.833565203999999671e-01	-1.308535764000000046e-01	-2.915592563000000137e+00	-7.784531223999999749e-01	2.114531132000000202e+00	-3.841978916000000077e-01	5.357944205000000348e-01	-2.427971315000000130e-01	9.962080649000000232e-01
-1.146966501000000083e+00	-1.255310558999999992e+00	-1.328266095000000035e+00	-1.030018977999999974e+00	9.503128223000000263e-01	-4.594509124999999750e-01	-3.346777651999999770e-01	-5.444844915000000007e-01	-1.212589249999999952e+00	1.289509792999999904e+00	-1.766308688000000141e-02	-8.199010462000000388e-01	5.773240840000000151e-01	-9.233150745999999520e-01	-2.828837306000000051e+00	3.553324918999999915e-01	7.198536358999999552e-01	-2.258467550999999907e-01	-5.948342722999999665e-01	-7.855689426999999947e-01	-5.307990551000000279e-01	-7.654738088000000440e-01	2.569386342000000045e+00	1.631379751999999961e+00	2.334716709999999917e-01	-1.051350527999999951e+00	-7.508498576000000035e-01	-5.057583823000000312e-01	-9.007199895999999928e-01	5.623212177999999811e-02	2.302058697999999903e-01	3.825131974000000046e-01	8.274523683000000185e-01	-1.504438538999999908e+00	-3.742408313000000208e-01	8.116389889999999774e-01	-4.451247211000000092e-01	-1.381103302999999949e+00	-6.850766931999999754e-01	-3.222355302000000088e-01	5.321123102000000493e-01	-6.039721236999999743e-01	2.048475514999999803e+00	-8.948705164000000378e-01	-1.722913262000000112e-01	3.926614831999999944e-01	2.176968974999999862e-01	1.855551954999999920e-01	-1.076739067000000105e+00	3.834341203000000142e-01
-1.323211501000000068e+00	-1.133347894999999994e+00	-1.240441021999999949e+00	-9.526292961000000226e-01	9.176599551999999882e-01	-4.314315534000000008e-01	-1.532031151000000091e-01	-7.561409999999999521e-01	-1.463929787000000093e+00	2.330423918000000150e+00	-1.483654438000000075e+00	-5.754814746999999953e-01	5.893784970000000012e-01	-6.631055693999999834e-01	-2.165029930000000213e+00	-3.318810602000000221e-01	3.355372280000000207e-01	6.724290664000000250e-02	-9.058155301000000437e-01	-5.845792602999999588e-01	-4.060993120999999983e-01	-6.819048985000000229e-01	1.760058974000000109e+00	1.374334407999999952e+00	-5.331249269000000179e-01	-2.081396335000000042e-01	-4.493001031000000145e-01	-6.486123110999999497e-01	-5.304126624999999651e-01	-1.835857935000000107e-01	-9.195548165000000385e-02	7.094907373000000073e-01	-5.443275998000000199e-02	-1.151017342999999915e+00	-4.655112424999999776e-01	-1.447515947000000081e+00	6.758357737999999559e-02	-1.279927848999999895e+00	-1.086523145999999995e+00	-1.008938241999999930e+00	1.531497421999999942e-01	-1.102250814000000023e+00	4.816640479000000030e-01	-7.754597822000000029e-01	6.850618268999999483e-01	-5.122164460999999447e-01	4.902517330000000229e-01	2.694320257999999746e-01	-4.561835694999999968e-01	5.290085325000000172e-01
-7.648683266000000369e-01	-1.459494049999999987e+00	-1.576742110000000086e+00	-9.555010413000000202e-01	1.103058260999999929e+00	-8.503901413000000131e-01	9.682059675999999948e-01	-7.896902152000000452e-01	-1.369905657999999971e+00	2.155049501999999784e+00	-1.781421326000000027e+00	-3.051740635999999895e-01	5.850274049000000476e-01	-6.150854785999999574e-01	-1.525786148999999980e+00	-7.654327408000000110e-01	-9.089156875000000552e-03	-1.002201821000000104e+00	7.789572713999999565e-02	3.344674570000000235e-02	5.726143205999999486e-01	-4.194509589000000038e-01	7.942966665999999787e-01	7.287833554999999519e-01	-4.013588570000000133e-01	-4.410406867000000314e-02	-7.331606373000000287e-01	-6.075660196000000068e-01	-4.165862613999999908e-01	1.094989757000000008e-01	-4.871329607000000061e-01	1.308264403999999992e+00	-3.096615628000000051e-02	-8.971254234000000105e-01	-6.439825404000000253e-01	-8.789250155000000175e-01	6.760050453999999487e-01	-5.965534940000000175e-01	-8.946740555000000095e-01	-9.811486266000000178e-01	-1.799996913999999948e-01	-8.983914868000000276e-01	-1.731650138000000005e+00	-1.222714258000000109e+00	1.760642511999999993e+00	-7.160981817000000582e-02	6.142101954999999724e-03	-9.485179559999999954e-01	1.215814664999999906e+00	9.536695214000000531e-01
-9.323419554999999859e-01	-1.014044745999999941e+00	-1.302197137999999921e+00	-3.013228036000000221e-01	9.656385744000000049e-01	-5.085650575000000284e-01	1.973920732000000067e+00	-1.332875392000000048e+00	-7.471266812000000312e-01	1.280342832000000097e+00	-1.371507122999999995e+00	6.344479447999999966e-01	1.216725083000000041e+00	-7.803281554000000009e-01	-2.317072205000000107e+00	-3.378427348999999968e-01	-6.773749893000000077e-02	-1.768965379999999921e-01	1.131615304999999960e-01	-6.834573765000000467e-01	2.832151831999999980e-01	1.598396967000000057e-01	-2.977954319000000183e-01	9.594312441000000247e-01	-2.773211586000000062e-01	3.260747083000000140e-03	-9.903768587000000290e-01	2.871066969000000135e-01	-4.327585137000000137e-01	-1.918919192999999912e-01	-1.565137693999999913e+00	9.228266829000000282e-01	7.729187526999999891e-01	-6.918508715000000198e-01	1.402714429999999957e-01	9.263454886999999971e-02	2.641889264000000237e-01	-1.250899175000000085e-01	-2.450961701000000104e-01	-3.079730714000000202e-01	2.323554345000000132e-01	2.367275704000000036e-01	-1.041176070999999981e+00	-5.029041521999999542e-01	1.331084139000000000e-01	6.575769219000000554e-01	-1.147796784000000049e-02	-2.436049287999999979e+00	1.640961506000000014e+00	4.048549536000000115e-01
-1.122188519999999912e+00	-5.175666948999999573e-01	-1.417821686999999997e+00	2.249209044000000102e-01	4.654138069000000044e-01	-5.314065490999999586e-01	2.176240484000000031e+00	-7.024341856000000384e-01	-5.579414199000000130e-01	6.277236127999999415e-02	-2.138070164999999800e+00	9.440179085000000025e-01	1.271323486000000003e+00	-2.280408211000000129e-01	-1.433367998999999893e+00	-2.632002549999999941e-01	9.993197735999999332e-02	-2.245366005999999970e-01	-1.991086595999999875e-01	-2.021377785999999954e+00	-8.703801422000000398e-01	9.921319359000000393e-01	-8.419563770000000336e-01	1.573659695999999997e+00	-6.849374078000000088e-01	-7.052906889000000179e-01	-4.850977444999999832e-01	6.118881300999999828e-01	-5.962833488000000015e-01	-5.097487670000000470e-01	-1.440156097000000024e+00	1.666682444999999957e+00	4.817080413000000005e-01	-4.032520886000000027e-01	1.791979366999999934e+00	2.297762227000000046e-01	2.301841249000000089e-01	2.480521481999999889e-01	4.578941286000000055e-01	2.171309334000000035e-01	1.559447545000000046e-01	1.125368225999999972e+00	1.224876996999999967e+00	1.969029680999999921e-01	-1.931035747000000025e-01	5.060265470000000487e-01	1.690642057000000031e+00	-1.563558962999999968e+00	1.161765436000000040e+00	7.285742779999999641e-01
-7.824657849999999693e-01	-9.026276377999999934e-01	-1.527276198999999890e+00	5.382358982999999597e-01	7.091614314999999946e-02	-2.144289081999999902e-01	1.895527740999999988e+00	-3.975761193999999832e-01	-8.663902369000000547e-01	-2.073273015000000052e-01	-1.563225021000000048e+00	1.211990491999999975e+00	1.192858991000000035e+00	1.300989922999999937e+00	-8.355207330999999682e-01	-4.066129889999999664e-02	-2.578184233999999964e-01	-2.007329935000000010e+00	-4.008482394999999809e-01	-2.103099681000000221e+00	-7.337345819999999685e-01	1.645583892000000104e+00	-5.564660391000000317e-01	1.755296426999999992e+00	-6.167169243000000245e-01	-3.188766621999999940e-01	-4.573568324000000240e-01	3.341621276000000251e-01	-5.275736563999999795e-01	-1.890739736000000004e-01	-6.981622034000000143e-01	2.560588082000000210e+00	-1.145069695999999942e-02	2.242365990000000087e-01	2.539448172000000170e+00	-2.735928268000000219e-01	1.351617840000000070e+00	6.191168878999999681e-01	1.111524581000000067e+00	1.552541850999999973e+00	6.658745389999999598e-02	2.181403652999999832e+00	1.106625211999999969e+00	1.283651878999999996e+00	8.804574442999999473e-01	5.230054481999999449e-01	7.927217248000000271e-01	4.765563750999999848e-01	2.086111290999999923e+00	1.071908403999999981e+00
