-7.714708613999999853e-01	1.746661776000000055e+00	4.449941696999999974e-01	-5.305358407000000387e-01	-9.176368459999999505e-01	5.452912813000000414e-01	-1.252571953999999987e+00	-2.690915868999999905e+00	6.956914639000000289e-01	4.143336308000000190e-01	1.125693752000000103e+00	1.088046945999999959e+00	9.834387046000000465e-01	4.718370955999999783e-01	1.200273262000000063e+00	-1.153897533999999947e+00	1.044566021000000039e-01	-4.922219177000000112e-01	2.140979812000000093e-01	5.257326916000000239e-01	7.445606031000000513e-01	8.998879233000000033e-01	4.515199448000000171e-01	3.941118501000000052e+00	6.030678528999999788e-01	-1.452157300999999956e+00	-2.359330964999999836e+00	-7.620642952000000053e-03	7.811471921000000540e-01	-8.261707285999999595e-01	8.961083962999999430e-02	-1.645607597000000033e-01	8.072704239000000337e-02	-9.232060584000000292e-01	1.064331071000000017e+00	-1.271520651999999973e+00	-9.210530364000000247e-01	-2.505581156999999948e+00	1.040741769999999899e+00	-2.345431164000000013e-01	7.800420876000000447e-01	-1.131164607999999960e+00	2.837539134000000018e-01	-9.002201389999999748e-01	-2.393321321999999918e-01	6.226930392999999730e-01	3.044879299999999844e+00	-5.460615020000000319e-01	8.202623032000000425e-01	1.320596225999999929e+00	-1.419283233999999894e+00	-4.747304647000000211e-01	1.521133646000000006e+00	7.501539160000000317e-01	-1.793141199000000130e-01	-4.697568907999999932e-01	6.803165979999999946e-01	1.370469337999999926e+00
-8.273545727000000127e-01	1.021443498000000005e+00	-3.131264409000000248e-01	-2.485803313999999931e-01	-1.083514346999999933e+00	3.195123051000000047e-01	-1.172469973000000110e+00	-1.506570543000000040e+00	-3.053538464000000174e-01	-1.001037503999999911e+00	-1.179936700999999921e+00	-1.205045055999999892e+00	2.261069716999999812e+00	1.138340657999999950e-01	-5.442264246000000361e-01	-1.258545269000000077e+00	5.255366379000000476e-01	-4.550576980999999910e-02	1.360517269999999890e+00	-1.241111552000000007e+00	-8.269366757999999651e-01	1.955196166999999985e+00	1.163123810999999952e+00	1.079261814000000014e-01	-6.327211609999999764e-01	1.969187021999999898e-01	4.162409221000000215e-01	9.217279542999999853e-01	4.406123323999999730e-01	-1.251899985000000104e+00	-3.825699531000000264e-01	-7.580553262000000458e-01	1.899337251999999865e-01	-1.807376314999999956e+00	1.379382405000000089e+00	1.635140452999999994e+00	-2.125077135000000172e+00	-2.025142020000000098e+00	1.964744918999999923e+00	5.542950943000000130e-01	-1.620915357999999973e+00	6.285084472999999949e-01	4.207165864999999894e-01	-1.198358013000000027e-01	1.481085671000000048e-02	6.710472713999999783e-01	1.808711345999999942e+00	-2.026007802000000080e+00	-8.071438048000000309e-01	-3.284015257999999826e-01	-1.165492214999999998e+00	-1.173875528999999973e-01	1.051640625999999967e+00	6.838613057000000328e-01	-9.025499347000000006e-01	-6.960403168000000029e-01	-5.047757588000000295e-01	-1.131192376999999999e-01
-5.902778445999999901e-01	-1.517138866999999891e+00	7.416334164000000229e-01	-9.014920561000000498e-01	-2.374593791000000120e+00	-9.209171265000000162e-01	-7.242971893999999855e-01	-1.274019899000000011e+00	4.293636988000000265e-01	8.788268001000000273e-01	-1.482654346999999984e+00	-9.025578535999999319e-02	-8.459314332999999519e-02	-1.590156993999999990e+00	1.022479936999999978e-01	-6.268982774000000369e-01	4.733019890999999868e-01	1.730209018999999904e+00	-1.421200418000000132e-01	-3.868610110999999852e-01	-1.588709711999999996e+00	6.500834011999999662e-01	7.372353541999999704e-01	8.422074927999999572e-01	1.237004180000000064e-01	1.682142196999999895e+00	-8.051684967000000137e-01	1.993273485000000012e+00	-1.701743937999999901e+00	-1.763473650000000059e-01	-7.172808035000000082e-01	2.386300151000000092e-01	-1.582585769999999892e+00	-2.781824360999999857e-01	2.020339594000000183e+00	2.802476185000000175e+00	3.194780910000000196e-01	-3.558711212999999818e-01	-4.280915148000000170e-01	7.821678280999999622e-01	-1.435133616999999973e+00	2.267609295999999941e-01	1.013404750999999937e+00	-8.148120615999999705e-01	5.928118744999999468e-01	1.061706350999999993e+00	-6.449381572000000284e-01	3.547171480999999904e-01	-1.150284866000000017e+00	5.505674782000000156e-02	-2.682249490999999875e+00	7.437031433999999885e-01	-3.033230648999999945e-01	1.367954418999999922e+00	7.612810148999999971e-01	2.068152400999999863e+00	-1.564507808000000111e+00	-6.456769828999999739e-01
1.005721301999999984e-01	-1.060249669999999922e+00	1.298549138000000047e+00	-3.817611580999999976e-01	-4.774548276999999730e-01	1.601381206999999973e+00	-9.330347061000000553e-01	-1.876849570000000078e+00	-7.291424769000000028e-01	-1.562474522000000032e+00	-3.998329699000000015e-01	2.381234575000000131e+00	8.104302042000000039e-01	7.050053225000000312e-01	7.194959778999999722e-01	-8.965320648000000281e-01	-1.564376613999999943e+00	-5.981355314999999839e-01	-3.920260064000000155e-01	8.924632929000000381e-01	-1.109165857999999893e+00	9.759890101000000540e-01	3.553045832999999765e-01	8.456713760999999829e-01	3.919184632000000112e-01	1.530808476000000029e+00	4.453346422000000193e-01	1.860814238999999981e+00	-2.415016345999999814e+00	2.065798923000000120e-01	1.924710132000000129e-01	8.641533093000000054e-01	-2.712510986999999929e+00	2.026218963999999900e+00	4.110216534000000199e-01	2.250310618999999956e+00	1.884808787000000097e+00	1.065810456999999989e+00	-1.158069347000000082e+00	1.981333680999999958e+00	-3.477679592999999847e-01	2.176399023000000099e+00	1.132307540000000001e+00	-1.460311367000000082e-01	-5.043014448000000538e-01	2.171428920999999956e+00	-1.696966801999999941e+00	1.879697960999999973e+00	-4.892684224000000137e-01	1.466670356999999925e+00	-1.896279432999999903e+00	1.041185223000000049e+00	1.138769094000000037e-01	8.471547004999999686e-01	8.188066165999999813e-01	9.463414641999999821e-01	-1.392137453999999996e+00	-1.206534366000000080e+00
1.185674491999999941e-01	2.814878684000000075e-01	9.560495997000000024e-02	-1.043252794000000039e+00	-2.187261844000000011e+00	2.060716675000000109e+00	-1.198510675999999942e+00	-8.382244279999999659e-01	-1.833804575000000103e-01	-7.447533312000000072e-02	-7.661648561000000690e-02	-1.429879153999999986e+00	-3.871367182000000073e-01	3.746364501000000180e-01	-5.276576380999999927e-01	1.490292702000000080e+00	-3.495038247000000098e+00	2.683294868000000166e-01	-1.188184522000000021e+00	1.613169024999999923e+00	3.970644271000000058e-01	-1.897083273000000014e+00	2.278249290000000205e+00	2.114284855999999824e+00	3.782003218000000166e-01	9.733457025999999734e-01	-1.172112456000000025e+00	1.465519527999999960e+00	-1.120551108999999990e+00	-8.121365901999999526e-01	1.015575909999999915e+00	1.619531413999999891e+00	-1.400800350999999999e+00	1.509081432999999972e+00	-1.320727943999999932e+00	7.438680331999999451e-01	2.458190850999999899e+00	7.382906825999999700e-01	-8.071791288999999869e-01	8.857009920999999730e-01	8.413382503999999873e-01	2.493933610000000078e-01	1.371649545999999997e-01	-1.972760439000000032e-01	-7.494808858999999490e-01	1.234240741999999891e+00	2.055472000999999937e-01	1.694305922000000075e-01	1.487632800000000088e+00	1.681837623999999920e+00	-2.152193900999999965e+00	-7.108594571999999889e-01	-7.286105872000000171e-03	7.090027084000000146e-01	2.211191581999999989e-01	-1.068032003999999979e+00	-1.576847242999999954e-01	2.235366803999999930e-01
-1.009479553000000029e+00	1.746971451999999925e+00	-1.730285697000000011e+00	-1.146908773999999909e+00	5.603454564000000249e-02	-1.454217540999999947e-01	-1.429764908999999973e+00	-2.992672776000000034e+00	3.717454872000000021e-01	3.173895569999999888e-01	-6.358468912000000417e-01	6.371726855999999550e-01	1.207221144000000024e+00	-5.821682013000000211e-01	6.208934736000000232e-01	-4.719252439000000132e-01	-1.601857274000000109e+00	5.486800401000000438e-01	1.209428423999999946e+00	4.890227462000000247e-01	-1.730500762000000137e-01	7.918041871000000009e-01	1.117121591000000080e+00	9.933924338999999826e-01	7.627840084000000465e-01	-1.116874198000000068e-01	-4.216983040000000238e-01	1.324178365999999940e+00	-2.433481685999999977e-01	-7.986981549999999652e-01	1.324346205999999970e+00	6.540457710999999508e-01	-1.343286098999999956e+00	-1.591205114000000087e+00	-7.379655255000000524e-01	-1.536317525000000073e+00	-1.898405265999999925e+00	2.455003353999999915e-01	8.753892691000000337e-01	1.070404789999999995e+00	6.778664590999999850e-01	2.256269716999999897e+00	-6.961113573999999637e-01	7.591673655999999770e-01	-1.644791778999999954e+00	-1.195089368000000096e+00	1.406522016999999902e+00	-1.120677372999999921e+00	5.183200046000000505e-01	1.224101214000000049e+00	-6.716153643000000173e-01	-6.848271522000000111e-01	2.792292627999999888e-01	9.527601484000000065e-01	5.309050290000000283e-01	-5.096731569000000350e-01	-2.182649833000000150e+00	1.625092338000000136e-01
-2.963447700000000129e+00	-5.185822476000000458e-01	-1.609627807999999938e+00	-1.696171252999999934e+00	-2.023235205000000203e+00	9.170226059999999624e-01	-1.033331411000000033e+00	-1.155144302000000067e+00	6.376000106000000445e-01	-1.640527371999999928e-01	3.003425235000000137e-01	-3.791434986000000174e-01	-3.967231945999999954e-01	-7.248195390999999654e-01	-1.864721846999999988e+00	-3.230314214000000184e-01	-5.600913304000000315e-01	-1.608043647000000076e-01	1.380459078999999978e+00	-1.855531282999999920e+00	5.863588670999999586e-01	-6.901680346999999882e-01	2.613134850999999870e+00	1.068351800999999934e+00	7.522404202000000373e-01	4.890692342999999886e-01	9.893476370999999547e-01	8.188153713000000389e-01	-1.412302493000000103e+00	1.229875537999999935e+00	-4.585646020999999961e-01	1.831552972999999973e+00	-5.046338307000000079e-01	-1.607233866000000067e+00	8.503611922999999573e-01	3.229757089000000192e-02	-3.381178720999999943e+00	-6.749694831000000242e-03	7.574832002000000397e-01	-5.243298524999999710e-01	-1.485183389999999992e+00	-2.602495430999999804e-01	1.002938126000000096e+00	-1.553681362000000066e+00	2.843668773999999955e-01	-2.571783320000000206e+00	8.345343499999999803e-01	2.094688478000000131e+00	6.367080110999999709e-01	-3.098428825000000275e-01	5.956411245999999604e-01	1.434704776999999876e-01	9.893412206999999681e-01	9.821339490999999589e-01	2.267561904999999989e+00	1.621070734999999985e+00	-9.408087411000000122e-01	-8.101374071000000399e-01
-2.886843741999999935e+00	-4.272452633000000111e-01	-6.839767946999999459e-01	-1.305510933999999956e+00	-9.308659057999999487e-01	-8.438960709999999976e-02	2.310801039000000001e-01	-3.033824656999999814e+00	4.513796240000000209e-02	8.948008083999999807e-01	-1.303448135000000008e+00	3.228317868000000201e-01	-4.302991072999999833e-01	-7.468729760000000217e-01	1.001722376000000053e-01	1.119579863000000064e-01	3.134525418999999785e-02	-1.031584204000000060e+00	-1.844284955999999850e-02	-1.678916862999999982e+00	-3.022180120999999886e+00	1.848523566999999979e+00	-1.513815344999999979e-01	8.748781889000000200e-01	-4.100457369000000130e-01	3.945090810999999920e-01	1.900241244999999912e+00	7.742348714999999770e-02	-1.248629304999999912e+00	4.880762318999999905e-01	2.631604765000000179e-01	1.629237486999999929e+00	-3.048151020000000044e-01	9.092179200000000128e-02	6.266349299000000261e-01	3.181669524999999887e-01	-1.581433510000000098e+00	-9.667071140999999868e-01	7.057550810000000341e-02	-3.293311487000000204e-01	5.341136609000000091e-01	4.024772924999999724e-01	1.779166392999999902e+00	-1.154175783999999982e+00	3.137535316000000241e-01	-2.270784059999999993e+00	-2.408073932000000195e+00	2.625761489999999920e+00	3.962664252999999887e-02	-1.068912655000000100e+00	-4.287722226999999831e-01	7.432204798999999529e-01	6.531042086999999663e-01	-2.679477303000000199e-01	1.779658028999999919e+00	1.804485021000000078e+00	2.905184523999999879e-02	9.249034328999999888e-01
-1.668726930000000053e+00	-1.380859362999999895e+00	-4.170637856000000143e-01	-1.004995371999999998e+00	-2.539117409000000158e+00	-9.148804724000000332e-01	1.049601366999999952e+00	-9.236299985999999462e-01	-1.905584596000000075e-01	2.084818133999999823e+00	1.848468634000000055e+00	5.754927327000000092e-01	2.652648861999999941e+00	4.186627712000000057e-01	-9.510221814000000551e-01	7.298666987999999911e-01	-9.697445584999999646e-01	1.700628137999999900e+00	-3.378544379999999792e-01	-1.033040042000000103e+00	-2.175204653000000210e+00	2.004153496999999950e-01	-1.563380913000000039e+00	7.964297803000000009e-01	-8.465493813000000145e-01	4.799063813999999983e-02	7.766346693000000245e-01	9.487056584999999931e-01	6.262821724999999562e-01	-5.230804647000000251e-01	-8.835087710000000261e-01	1.803366835000000057e+00	-2.886876622999999809e-01	1.025688675999999910e+00	-7.266041023000000543e-01	-4.254844578999999669e-03	4.136045046999999725e-02	-1.156172876999999932e+00	6.656516529000000570e-02	-5.149388967000000372e-01	1.402036339999999992e+00	-5.053740596000000362e-01	1.189428160999999928e+00	1.967955630000000067e-01	7.592440223999999960e-01	-3.206771129000000053e-01	-1.896336097000000054e+00	9.146398516999999506e-01	6.085378138000000492e-01	-1.646370118999999965e+00	-1.140972174000000061e+00	1.149808313999999942e+00	1.712218095000000107e+00	-1.734775205999999903e-01	6.868463907999999840e-01	1.574493917999999937e+00	3.594892632000000199e-01	-6.424391029999999836e-02
-2.176473150999999884e-01	-1.576898043000000138e-01	-2.443003867000000107e-01	7.400249453000000421e-02	-1.513055262000000123e-01	-3.297705818000000177e-01	1.524690773999999971e+00	-1.659110917000000018e+00	-4.906936056000000268e-01	1.817932180999999869e-01	1.137962675999999895e+00	-7.800197495999999786e-01	1.303221670999999970e+00	-1.751956540999999867e-01	2.121421634999999917e+00	-3.615747456000000248e-01	-8.992138535000000488e-01	-5.902607235000000285e-01	4.515764915000000101e-01	1.728201293000000138e-01	-2.932953016999999996e+00	-1.114146561999999951e+00	-1.324425087999999917e+00	1.386451792999999988e+00	4.755655630000000245e-01	6.287445513999999347e-02	1.969402249999999910e+00	2.436301278999999820e+00	1.458865408000000086e+00	4.949278665999999882e-01	-4.846451665000000020e-01	1.424381297999999907e+00	1.680788833000000093e-01	1.822617037999999967e+00	-1.799001738999999878e-01	-5.788795963999999739e-01	1.653295036000000107e-01	-3.990650184999999794e-01	1.443074304999999891e+00	6.788929667999999973e-01	4.764954471000000247e-01	-1.342379148000000022e+00	3.578556807000000117e-01	1.903832008000000131e-01	4.137793837000000030e-01	1.248904801999999981e+00	6.389657460000000011e-01	-7.008607182999999907e-02	-2.520374411999999897e-01	4.114624968999999743e-01	-1.727523474999999920e+00	1.083866715999999952e+00	3.300951346999999814e+00	8.580224570000000162e-01	9.216451221000000055e-03	-6.725766842999999495e-01	-7.799483188000000400e-01	2.722414260000000086e-03
