-1.298399338000000014e-01	1.598110917999999936e+00	7.007965438000000047e-01	2.181833484000000212e+00	5.007743347999999983e-01	1.047664364999999931e+00	1.213941324999999960e+00	1.444048640999999966e+00	-5.925192517999999797e-01	2.325192032999999991e+00	1.750078829000000002e+00	1.296521633000000007e+00	-1.082969751000000036e+00	4.193632726000000033e-01	3.500137668000000146e-02	1.279545391000000087e+00	-1.380864096999999957e-01	2.218760887000000182e+00	1.089567057000000005e+00	-5.316853182999999872e-01	1.635831574000000010e+00	-6.886349817000000373e-01	-6.312754775000000151e-01	1.380316537999999982e+00	2.127208448000000196e+00	-1.023963302999999936e+00	1.199693678999999902e+00	8.627173055000000312e-01	-7.221539090999999910e-01	5.609192773000000187e-01	7.075203278999999679e-01	6.007763242000000448e-01	-2.476862843000000036e-01	-2.525941577999999854e+00	-1.626997833999999976e+00	2.117955994000000064e-01	6.637612506000000190e-01	-8.185683556999999722e-01	-1.501731160000000065e+00	-1.163391883000000071e+00	8.352079667999999790e-01	-6.149921096000000170e-02	1.304147407999999952e+00	2.351397373000000124e-01	1.384213157000000027e+00	9.949595449999999452e-01	-2.420256402000000140e+00
-2.179451363999999891e-01	1.747021060000000015e+00	7.899749383999999930e-01	1.900022869000000059e+00	2.491009247000000038e-01	9.585922191000000314e-01	1.248525665999999923e+00	7.827095591999999602e-01	-8.829501682000000518e-01	3.308984464999999986e+00	1.373786302999999931e+00	1.362212176999999969e+00	-1.515122042000000002e+00	-8.217140653000000461e-02	-3.613072111000000253e-01	6.199293940000000225e-01	-8.088584252999999613e-01	2.264477965000000204e+00	4.935452498999999826e-01	-7.650645533000000227e-03	1.009016581000000023e+00	-2.536540530999999987e-01	-9.392656484000000416e-01	2.663996242000000070e+00	2.099816087999999858e+00	-3.488704556000000179e-01	9.433056287000000095e-01	-1.322447814000000110e-01	-4.745854340999999810e-01	-2.104831469000000066e+00	1.155964047000000106e+00	2.283887890999999892e-01	-8.720223624999999812e-01	-1.217926834000000014e+00	-1.295668562999999995e+00	2.670358771999999936e-01	6.154761404999999908e-01	-1.192624743000000098e+00	-5.137789134000000368e-01	-8.696051609999999599e-01	-1.823913157000000007e-01	3.158062924999999743e-01	1.151160860999999924e+00	-7.934022588000000376e-01	8.142336380999999623e-02	3.161624248000000081e-01	3.179389177999999982e-01
-3.566149236999999750e-01	9.483136220000000227e-01	3.597103253000000223e-01	2.044407346999999930e+00	3.300274051000000042e-01	6.411846715000000252e-01	1.491818603000000021e+00	1.592484495999999972e+00	-4.909937218000000048e-01	1.824376798999999938e+00	9.400617203000000144e-01	1.146914651999999979e+00	-1.664683844000000024e+00	8.209718901000000180e-02	5.637709009000000382e-01	-1.878179378000000010e+00	-5.888708732999999862e-01	2.423721462000000049e+00	1.119024854999999929e+00	1.717435164999999986e-01	-1.824855747999999944e-01	-5.464781283999999850e-01	-4.049788860999999907e-01	1.812701182999999938e+00	1.687812193999999932e+00	-7.411224428999999558e-01	1.587541336999999941e-01	-4.944317199000000107e-01	-5.938795360999999939e-01	-2.098057077999999909e-01	7.735399970999999875e-01	6.129827084000000204e-01	-4.592832036999999756e-01	-6.737770356000000183e-01	-2.444768209999999886e+00	1.004447008999999946e+00	1.035047344000000091e+00	-6.391736635000000444e-01	-7.918506467000000493e-01	-1.755085788000000091e-01	1.971356305999999892e+00	-1.834388602999999923e-02	9.142408013999999694e-01	-1.001948306000000066e+00	6.213063670999999788e-01	5.366068271999999695e-01	-1.292080380999999889e+00
-5.030394422999999726e-01	1.632025005000000029e+00	-2.178864610000000035e-01	2.323526522999999955e+00	2.147947551000000121e-01	1.213334920000000011e-01	1.322888206000000011e+00	8.439982117000000006e-01	6.538825951000000192e-01	2.047701352999999891e+00	1.197558063000000006e+00	2.208272329999999783e+00	-1.873031501999999904e+00	-1.523810441000000016e-01	7.634067806000000012e-01	-1.323181060999999992e-01	-8.481684200000000340e-01	2.308639341000000123e+00	6.849397469000000349e-01	5.905879375999999875e-02	6.665421740999999400e-02	-1.710577923000000111e-01	2.119813101999999949e-01	3.251357789000000054e+00	1.128730521000000042e+00	-1.652153954000000091e+00	5.487231862000000460e-01	-7.767348780999999702e-02	-1.111864588999999931e-01	9.680319010000000279e-01	3.542092602999999951e-01	9.492223756000000012e-01	-2.341864127000000129e-01	-3.679509129999999906e-01	-1.545473467000000045e-01	1.678075380999999977e+00	-1.662317466000000077e-01	-5.998336420000000002e-01	-8.968522374000000019e-02	1.926787929000000135e-02	4.334417147999999886e-01	-1.295986977999999956e+00	6.169181750000000131e-01	9.090163748999999793e-01	-3.369750472999999968e-01	1.079522408000000100e+00	-6.730549667999999874e-01
-5.069635066000000023e-01	9.651056264999999801e-01	-6.484968584000000424e-02	2.883184947999999803e+00	5.848383017999999600e-01	6.861237636999999445e-01	1.638774299999999906e+00	1.790422650000000004e+00	2.269331285999999892e+00	2.423355866000000081e+00	1.563899998999999985e+00	1.203930838000000003e+00	-1.018201981999999894e+00	6.675661477000000010e-01	7.020094148000000089e-01	1.467728431000000056e+00	-9.441219980999999706e-01	1.370372734999999897e+00	1.336592243999999985e+00	2.007306805999999888e-01	1.252735560000000081e+00	-3.822996750000000055e-01	2.545055041000000018e-01	1.241199449000000010e+00	-6.877967507000000424e-02	-1.071040307999999941e+00	-2.576218047000000122e-01	1.576907716000000015e-01	-1.793889657000000137e-01	6.973719752999999466e-01	-2.694170531999999785e-01	6.666924619999999857e-01	3.852058378000000061e-01	-2.345292742999999902e+00	-8.887482185999999729e-01	8.286339502999999773e-01	1.293149043000000109e+00	-6.723205188999999971e-01	-1.601351965999999960e+00	-1.958944713000000115e-01	1.715806439999999933e+00	-4.402505858999999910e-01	7.415739950999999941e-01	9.246914555999999896e-01	1.758006833000000046e+00	1.095177596999999947e+00	-1.074311851000000040e+00
-9.182521176000000285e-01	1.389012534999999993e+00	-2.987972797999999819e-01	2.832418885000000053e+00	3.541261815999999785e-01	6.703657509999999542e-01	1.658364793999999920e+00	8.135887897000000368e-01	2.738105485999999811e+00	2.341181091999999797e+00	1.999157899999999932e+00	1.693221998000000061e+00	-1.028631888000000050e+00	6.393469642000000619e-02	-9.767066029000000260e-02	9.764187773000000403e-01	-1.509881398000000097e+00	2.482844431000000185e+00	6.823047266999999749e-01	8.206267534000000197e-02	1.772770804000000089e+00	7.331066348000000454e-01	-3.398719378000000235e-01	1.560927023000000080e+00	-1.027000872999999981e+00	-3.667716845999999808e-01	1.107140019999999891e+00	2.888401575000000276e-01	1.643330918999999935e-03	-2.022762462000000205e+00	4.324108823000000212e-02	-2.523219970999999728e-01	-2.652968989000000222e-01	-1.108864662000000001e+00	4.736704104000000193e-01	1.132404850000000018e-01	7.208881946999999846e-01	-1.516124355000000090e+00	-7.040093484999999651e-01	5.584981074999999517e-01	-1.187463528000000101e+00	-4.476926442999999978e-01	7.308470129999999898e-01	-1.027769595000000091e+00	1.041908523000000031e+00	5.989525758999999505e-01	2.182317201000000040e+00
-8.046254779999999496e-01	8.767111972000000142e-01	-1.702586403000000137e-01	2.035804423000000085e+00	2.053611629000000049e-01	7.643057017000000064e-01	2.146148629999999891e+00	1.266723856000000037e+00	3.560767552999999808e+00	2.692750680000000063e+00	1.850232531999999930e+00	1.110264568000000063e+00	-2.031232092000000211e+00	-2.265676171999999877e-01	-4.022330721999999859e-01	-1.050499695000000067e+00	-1.391182522999999893e+00	1.319113267999999950e+00	9.032186763999999757e-01	6.863553638999999595e-01	2.141680566999999868e+00	3.552292691000000224e-01	-1.762369310000000133e-01	9.172133074999999636e-01	-1.248807782999999949e+00	1.457488043000000066e-01	8.732119015000000539e-01	3.394734643999999801e-01	7.977532898000000428e-02	-7.843832584000000052e-01	-8.474077317000000553e-01	-1.014127363999999920e+00	-6.925299713000000468e-01	-2.338228549000000100e+00	-6.728729517999999521e-01	9.446025540999999914e-02	7.362795165000000086e-01	-1.528449324999999970e+00	-8.867378314999999622e-01	-5.637673342999999920e-02	-7.739865004999999520e-01	-2.198640037000000047e-01	-1.259253294999999939e+00	-1.178501363999999996e-01	1.946259975999999892e+00	1.040652182999999953e+00	-9.156348318000000486e-01
-1.232853927999999932e+00	7.441237406999999804e-01	5.153347054000000371e-01	1.305571105000000065e+00	-1.846562576000000122e-01	6.451646493000000315e-02	1.716771521999999939e+00	1.923010372000000023e+00	3.032248088999999869e+00	3.090374305999999960e-01	1.711755410999999949e+00	1.420101223000000079e+00	-7.524037103999999809e-01	-1.108912498000000024e+00	-1.017588720000000002e-01	-2.073474989999999796e+00	-1.304076003000000039e+00	2.019950903999999881e+00	1.087428453000000017e+00	1.036986517999999996e-01	1.689963345000000006e+00	1.153068166000000005e-01	-2.008581261999999867e-01	1.011084607999999996e+00	-1.642220618999999937e+00	-9.807981873000000128e-01	1.297914838999999931e+00	-4.927144442999999985e-01	-4.556552648000000150e-01	-8.793280369000000540e-01	1.072959572999999944e-01	-1.341737315000000041e+00	-9.445951579000000375e-01	-6.897572199999999487e-01	-8.164805121000000554e-01	-4.370181917999999693e-02	2.155652557000000136e-01	-1.018207030999999985e+00	-1.616773433999999954e+00	6.796226977999999530e-01	-3.137043704000000172e-03	7.454408052000000007e-01	-6.175501808000000148e-01	-5.187602297000000195e-01	1.079448080000000032e-01	-1.078146971000000010e+00	-9.225727125999999556e-01
-9.256876228000000539e-01	1.019331954999999956e+00	6.568664064000000469e-01	7.384204650000000258e-01	-4.213986379999999921e-01	-1.361406491000000107e-01	1.259274817999999962e+00	5.694046000000000385e-01	2.962609743999999878e+00	1.057840278000000023e+00	8.159554545999999631e-01	1.524139781999999999e+00	-2.443062235000000193e+00	-1.427461957000000004e+00	4.864894688999999994e-01	-4.282226261000000034e-01	-6.666074832000000450e-02	8.888060480999999680e-01	1.113178800000000024e+00	7.749418202000000200e-01	1.320018318000000024e+00	-2.679887809000000010e-01	5.058608518999999637e-01	2.022246561000000220e+00	-2.039175444000000059e+00	-1.661179602999999894e+00	1.310211836999999879e-01	-6.753297160000000243e-01	-5.324814670999999944e-02	2.613137542000000257e-01	-1.623681647999999922e-01	-5.574600889999999920e-01	-1.235321270000000027e+00	-2.770867006000000132e-01	-7.701390452999999636e-02	6.661007730000000349e-01	-3.954567974000000041e-01	3.877092791999999788e-01	-7.176636903999999983e-01	-7.815713422000000188e-01	-4.382683776999999892e-01	1.078484833999999948e+00	-4.940333272999999914e-01	1.883580934999999901e+00	-2.767476736999999742e-01	4.437409030999999726e-01	-6.982278882000000353e-01
-6.494054798999999711e-01	8.249000430999999800e-01	8.235283105999999798e-01	1.498714528999999906e+00	-1.929763120000000109e-01	5.104897233999999839e-02	1.115246962000000064e+00	1.131696025000000105e+00	3.159262438999999922e+00	3.988243255999999737e-01	7.496600955000000122e-01	8.668683231999999572e-01	-1.083345937999999897e+00	-1.068488067000000097e+00	1.023364362999999999e+00	1.133720795999999975e+00	8.018024763000000110e-01	1.164097941999999941e+00	1.434700888000000063e+00	7.741754239000000481e-01	5.052378751999999640e-01	5.065988692000000099e-02	6.653603164000000403e-01	6.539870735999999685e-01	-1.568181247000000056e+00	-1.096176985000000048e+00	-7.937761622000000239e-01	-7.602757743999999374e-02	-2.632671784000000237e-01	-3.420272796999999920e-02	-5.383083552999999855e-01	-5.178634541000000091e-01	-5.065830033999999538e-01	-2.149395418000000113e+00	1.260024878999999876e-01	1.110799423000000008e+00	7.734675200999999722e-01	1.708485390000000104e+00	-2.578900502000000206e+00	-8.455367449999999785e-01	5.785974088999999987e-01	1.486827482999999894e+00	6.990196520000000469e-01	4.670522276999999889e-01	7.936879559999999723e-01	3.201837885000000106e-01	-8.488854785999999653e-01
